	Signature 1	Signature 2	Signature 3	Signature 4	Signature 5	Signature 6	Signature 7	Signature 8	Signature 9	Signature 10	Signature 11	Signature 12	Signature 13	Signature 14	Signature 15	Signature 16	Signature 17	Signature 18	Signature 19	Signature 20	Signature 21	Signature 22	Signature 23	Signature 24	Signature 25	Signature 26	Signature 27	Signature 28	Signature 29	Signature 30
SKCM-JWCI-WGS-43-Tumor	0.0	2.2795738029224033	0.0	19.118299608264792	0.0	0.0	568.2670112420597	6.857645307147013e-14	0.0	0.0	121.56233801964669	19.33089819937113	0.045138559586960406	3.8735332178235776e-15	0.0	0.0	6.972870642766761e-16	13.609569176425211	3.9633734624404416e-14	6.185820593221382e-14	0.02162325373456304	1.9988769120179948	0.0	2.3508786712639653e-15	5.1999911533107116e-14	1.498383101646422e-13	1.3772073003232472e-16	2.5413513246126034e-16	5.766671225970201	0.0
SKCM-JWCI-WGS-5-Tumor	12.950312875100616	13.754708913394868	15.343957609947042	1.0002853797328498e-14	1.83477900687132e-14	11.848756853465067	579.2364768980112	5.76028189282087	8.873315915897699e-16	2.3955913939538567	0.0	0.0	2.3932786502085555	8.116639534487794	0.0	1.9754206860510523e-14	0.0	0.0	0.0	2.206188790022872	10.880357627120981	0.0	6.935602346199705e-16	10.866949639429183	1.643041214091377e-14	11.186572851111924	2.797705315127549e-16	6.32336147413521e-16	2.0599264709251286	0.0
SKCM-JWCI-WGS-6-Tumor	11.153429391213361	20.578015121701306	2.06245615811605e-14	0.0	3.710634650763724e-14	1.0587249406491024	1056.9251385381835	6.795659242643566e-16	0.0	0.0	1.6241799751907167e-15	3.730665494860682e-14	1.9569218822244563	1.1060232570374737	4.478682890047525	3.1004003988241554e-14	0.0	0.0	0.0	1.6818483493594083e-14	6.087193845238228e-15	1.7819065645388075e-15	0.0	0.0	1.2649678079275568e-14	19.1663107940919	0.0	6.776981967707097	1.4938229380342194	105.30594827911008
SKCM-JWCI-WGS-7-Tumor	7.960815551840692e-14	72.91658893130828	0.0	3.28176426947235e-13	0.0	0.0	3705.083411068691	6.740858010248651e-15	0.0	2.2661682562121435e-14	0.0	3.9438366791663106e-13	0.0	2.9376183850659154e-14	2.441391505269568e-15	0.0	0.0	0.0	3.8865274724759975e-14	0.0	5.758616918281764e-14	1.485580432434525e-14	0.0	3.1661967530453867e-15	0.0	6.253315881869667e-15	2.8774515404208928e-15	2.283430425183109e-15	2.621453874599313e-13	0.0
SKCM-JWCI-WGS-8-Tumor	1.4115029815618592e-15	0.0	20.826598905928417	6.785986860817978	0.0	2.5542298454657314e-14	491.8618458702466	1.0691644188568382e-15	1.1071483694806291e-15	6.176065318990794e-16	15.753935425000183	1.3693420000485292e-14	0.0	0.0	0.0	0.8454315797326685	5.523904395299257	1.4294488286242704	62.33944055131769	0.0	0.0	0.0	1.8675640489453994e-15	7.871541304695474	0.0	0.0	2.46076940549567e-16	1.9951098113708985e-16	0.0	9.761866278337472
SKCM-Ma-Mel-04-Tumor	0.0	0.0	0.0	5.059191485988632e-16	0.0	0.0	255.70096582661327	0.0	3.0256866731423484	3.541946066524064e-16	22.523588308173046	4.178743330359594e-17	3.947992408128949	0.0	0.0	7.495038157448332e-15	0.0	2.2241471551785032e-15	0.0	0.0	9.65640822305378	3.18676265506972	6.985128035335533e-15	0.0	0.0	0.0	6.598919272227968e-17	0.9918426202732935	1.2604231095448333e-15	22.966753285545565
SKCM-Ma-Mel-05-Tumor	4.2719299453444876e-16	46.687328491216874	11.401340306462826	39.6422342639497	0.0	0.0	751.664702097364	0.0	4.329844186292732e-15	4.06748463411744	1.3947509004564105e-14	30.59845726071145	0.0	3.0715928497513303e-15	1.9273200792509516e-15	4.85504691691521e-15	5.390109924799353	4.403039422980236e-16	0.0	4.0431744832804806e-16	3.9713153885740335e-14	13.087901530851461	58.471256532659616	1.2890126541477071e-14	6.74987014324179e-16	0.0	0.23937048742724087	12.032781217378572	7.717033253061334	3.047357655028895e-16
SKCM-Ma-Mel-08a-Tumor	1.5513457332190366e-14	13.62901624075436	2.114801967480534e-15	0.0	0.0	0.0	927.662289045738	0.0	0.0	0.0	0.0	0.0	9.830609010545041	10.584268615094768	3.5496141738272714e-16	0.0	0.0	14.499579429753304	0.0	1.7974256536788474e-15	14.526482945933589	0.0	0.0	22.267754712180746	4.783446706458257e-14	0.0	0.0	1.5858546731201556e-16	0.0	5.465815166436819e-15
SKCM-Ma-Mel-102-Tumor	1.206311369484013e-13	73.71699135820232	0.0	0.0	8.66379956733004e-14	1.959730803185792e-15	2488.424734871239	0.0	1.207804539332902e-14	0.0	1.345109175089827e-16	0.0	3.83139027167802e-17	1.6415645723992638	14.872408139669584	3.801572511188635e-15	26.448798531049825	1.4631830138266784e-15	5.82073661494488e-14	1.2304176811963474e-14	3.7611704324205545e-15	0.0	0.0	34.059309199558975	0.0	0.0	0.8361933278808974	0.0	0.0	4.814409705254222e-17
SKCM-Ma-Mel-103b-Tumor	16.58988979641162	79.60936821575694	19.5099701722152	0.0	0.0	0.0	1866.496327321244	0.0	0.0	40.233545555689844	3.9301242459950755e-15	69.84947509569568	2.437055089884856e-15	5.3376074784374165e-15	1.8158177535457435e-16	1.707287666561419e-14	6.913631346809876	0.0	0.0	0.0	31.81554665751228	12.793774869985215	6.653277513687559e-14	0.0	2.154942620705552e-15	3.614748827000516e-15	1.1884709686793127	4.613729825045438e-15	2.6973983767845304e-14	0.0
SKCM-Ma-Mel-105-Tumor	6.213564221765183	0.0	8.790316459556413	9.43978456643396	6.4141231148638e-13	0.0	835.2340276996474	0.0	4.028981842713198	0.0	103.1838341138053	1.0719997481134626e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8299520045151213	5.730204542674362e-16	1.553492913393817e-14	0.0	0.0	9.650116502886223e-15	4.766194997144096e-16	10.279539091562619	3.0968662221519984e-16	1.738756848435665e-14
SKCM-Ma-Mel-107-Tumor	17.468895530517884	0.0	18.948793687451225	15.52719388629307	0.0	6.721947071132677	6.988544087182712	0.0	0.0	0.0	5.2114288032914675e-15	1.0140980512064307e-14	10.363098241567366	0.0	3.3928240868394207e-15	0.0	0.0	3.9606676253192533e-16	11.412515100278323	10.575263738794275	0.07973103590587552	0.0	0.0	5.605147997132452e-15	0.0	1.1394962383809555e-14	0.0	9.746772295488435e-17	0.0	6.914017620876539
SKCM-Ma-Mel-108-Tumor	0.0	1.4803398011013815e-15	6.4207388527932986e-15	7.440130659344283e-14	1.0022751227276634e-14	0.0	185.21052855478305	4.02655464086782e-15	0.0	0.7894714452167686	0.0	1.6425782361536727e-14	0.0	5.405735598577235e-15	1.724203454873954e-14	0.0	0.0	0.0	3.028428335084626e-15	2.530807695575977e-15	0.0	7.558331425116868e-16	0.0	2.4996120437828965e-15	3.205371467785708e-14	5.573455320492094e-15	0.0	0.0	4.424914600753739e-15	1.929688479206943e-14
SKCM-Ma-Mel-114-Tumor	0.0	47.373692637194914	7.001755435698499e-14	0.0	2.465632341960252e-14	0.0	4118.3772276587515	0.0	0.0	5.986910826401754e-15	0.0	2.8534039356234064e-14	2.8347453416226758	9.209310308976482e-15	41.62805332558863	1.709547285893915e-13	0.0	1.2306395824094084e-14	0.0	0.0	1.447938894420668e-14	0.0	0.0	5.8396296396412675	1.3387068177168495e-14	5.024375497630674e-16	3.524051140515492e-16	1.9466513972000172	0.0	5.4348499379006e-15
SKCM-Ma-Mel-119-Tumor	8.43761917885427	45.142568241665046	8.385993529078854e-20	5.788167618774581e-20	1.0476595666669514e-13	0.0	1260.2213989835748	3.8077329550155606e-15	0.0	6.214833863927785e-17	127.21024553840282	93.32615135597355	0.0	0.0	18.441296062013638	6.767327947884596e-15	0.0	5.517105517420119e-17	5.257706049167422e-15	0.0	1.808481762390274	3.7023700986079224	0.0	0.0	2.1309927920595816e-15	0.0	4.690755873735996	0.38878113881699317	21.630331765964748	8.239777818591526e-16
SKCM-Ma-Mel-120-Tumor	3.5426617720379556	0.0	35.48904170209833	24.128978125455827	4.856902474217038e-16	0.0	253.6801475422889	0.0	4.673330296759977e-15	7.576157260716692	34.431109558352624	0.0	0.0	3.3273349767246136e-16	0.0	0.0	0.12145296377379697	0.0	2.614817272639819	6.601703881136884	1.3704407318581814e-14	3.221372905091801e-16	16.779587140498716	0.0	1.4859663136127693e-14	0.0	1.5919969699310494e-16	3.593222449749925e-15	4.034342781000497	0.0
SKCM-Ma-Mel-122-Tumor	9.336993485964252	35.303554289436924	9.090314862597966	21.262879016173923	0.0	3.71996390792149e-15	340.4424195108114	6.394633220982527	1.4358843813867692e-16	0.0	4.619522475634367	6.462897454463697	8.169226961372814e-17	0.0	2.380657180550277e-15	8.790360836054023e-17	1.6779712294092763	8.719513537029212e-17	1.0144268957041265e-14	1.1500676941186245	1.7367263849136077e-16	0.06316184212353937	21.617419004979418	0.0	8.442648340970439e-15	0.0	0.8900087655741914	0.0	0.0	0.6881571477299133
SKCM-Ma-Mel-123-Tumor	9.912364660016882	0.0	31.926904777866906	6.721937264064111e-16	0.0	2.4147160104259875	4.536017647339665	1.142970164558374e-15	2.7094572578643363e-15	1.7681598581959182e-15	0.0	15.672931577847132	0.3919492581809365	4.520049907194522e-15	7.893901100242639e-16	0.0	2.0572735452764123e-16	0.03545075519779349	5.156884976326963e-16	0.0	1.3355376500459885e-15	0.0	0.0	3.4202330404306576	3.3542064103409924e-16	0.0	1.9558439861347156e-16	4.777472088377765	3.579819451252144	20.33214073306411
SKCM-Ma-Mel-15-Tumor	18.237065537483407	0.0	3.53281280548634	4.626749501176751	0.0	3.3569684679580403e-15	12.373030100606767	0.0	0.0	1.1236266283749128	0.0	0.0	0.9181522439283265	2.809300852492417e-15	8.61995612763194	0.0	0.3236858536411404	0.0	20.97009883781017	2.230381241437058e-15	7.523718865451517	2.7096881676147557	2.918119040098699e-17	17.439148629120904	0.0	0.0	2.0730236704445826	3.5292430312284795	3.273820434543722e-15	0.0
SKCM-Ma-Mel-16-Tumor	5.695237271665638	12.967120366625483	6.582238743252157e-16	0.0	0.0	0.0	134.48873778162903	6.59821832350215e-17	1.8943549462052335e-15	0.08534581798147114	0.0	0.0	0.0	9.96484205124448e-16	7.189045445225784	0.0	0.0	3.194627610749446e-16	0.0	0.0	4.9256523067985	2.203121077167315e-16	7.60288668946886	3.1000274896139016e-15	0.0	0.0	1.2643405239882667e-16	0.0	6.517630620102785e-16	20.045974320605225
SKCM-Ma-Mel-19-Tumor	0.0	3.4934615692922586	0.0	74.05761259935329	2.377162887529793e-13	2.3269281528658588e-15	298.1063664764202	0.0	0.0	1.663367013990214e-15	16.507334280670655	0.0	1.0505336071182285e-15	4.016232359252304e-16	1.1181008266704238e-14	0.0	5.009833209368258	1.4134358664072929e-15	7.16859585432092	23.6859384797292	0.0	7.669598422285443e-16	1.1758938637249111e-14	1.043783072115317e-14	7.138664990763836e-15	0.0	0.0	1.006598711377193	2.1437632812869507e-14	6.9642588194678465
SKCM-Ma-Mel-27-Tumor	3.8192518588093787	3.8494211525657027	39.54040105751011	23.27500819389574	1.3740077802214566e-13	5.571895411871499e-15	5.2960498960435054e-17	1.8253425124122737e-15	7.39204859412821e-16	0.0	4.510583498154395	3.6340992262496794	7.534223409220997	0.0	8.672673807782635	2.02020585009901	0.3795396950785043	7.274990417943975e-15	5.6680134049265245e-15	0.0	7.439554251356684	0.0	1.0892757139055677e-15	8.065188522944219e-15	0.0	0.0	0.0	1.9207640927916534	2.4042739064853333	1.1548722421459047e-14
SKCM-Ma-Mel-28-Tumor	8.593306522235649	28.973454428896694	24.785755678464874	13.951021988152965	1.0295368049180559e-13	0.0	7.647551319436223	1.5218451377036475	0.0	4.944390782706128	0.0	7.427313725148533	2.1714470059612383	1.0981763488577449e-15	0.0	1.0530250525019974e-15	3.593784287502092	0.8066154127252527	1.9045371593089476e-14	0.0	7.801823200564023	2.7714949833103363e-16	9.60522277851236	0.0	3.002174284514127e-15	0.0	3.078392700219314	4.759129086092643e-16	17.09807503177088	0.0
SKCM-Ma-Mel-35-Tumor	0.0	1.1881117906090578e-15	0.0	3.281135629625401	0.0	2.6008448481396366e-15	1519.750279993353	0.0	5.543378135638306e-16	3.505330023820039e-17	45.704481121649955	31.262656664145887	0.4553821280375535	3.0732218644793663e-15	0.0	8.069985079167898e-14	2.57846054501967e-15	9.376969894263004	8.215037065937194e-15	4.906799234316164e-14	9.200495689139267	6.776039367850324	0.0	8.189262201856278e-15	2.7035773968811925e-14	0.3619384621568408	0.0	3.5644679756869495e-17	0.0	70.83062104977887
SKCM-Ma-Mel-36-Tumor	0.0	0.0	16.84853612673107	3.5821414793438637e-14	0.0	0.0	660.0318288701764	110.93369581301373	2.0219453269637723e-15	1.065917477822518e-15	11.021873715796666	8.79698714726269	0.0	5.20079606902369e-15	2.160994531962307e-16	0.0	5.3072069817060705e-15	1.5678441297580135e-15	4.205621699491178e-15	0.0	3.8614590788668956e-15	0.0	11.042470044027272	0.0	9.469244043200284e-14	5.033577167990325e-14	2.0503925770257243e-15	55.324608282991925	0.0	3.6534167422696024e-14
SKCM-Ma-Mel-37-Tumor	22.4610796060468	0.0	2.0961373402693138e-14	33.01597993442528	9.267747164502571e-14	0.0	939.2854579805113	2.144738342287899e-14	11.561967000095569	4.035456831726725e-16	0.0	22.88707453794997	9.526855045136101e-17	0.0	1.2457898805210425e-15	2.1983439550209606e-14	1.021644174034458	0.8823287274738524	2.0982369417341894e-14	0.0	2.788631006589306	3.1892506842500175	49.94107265396026	3.776032005425677e-15	6.353266981044668e-14	0.0	0.5928767773892492	9.88307478757044	0.0	7.489562129703336
SKCM-Ma-Mel-48-Tumor	0.0	0.0	29.099690966347996	33.27638709665598	1.1944938744102225e-14	1.6778679915380166e-15	2462.120205730443	0.0	80.19428734534368	5.796529351073409	20.944769182590754	3.757286135591855e-14	1.3938343748645776e-15	0.0	0.0	7.484470211849503e-15	6.3178550928869495	0.0	9.159428438691211e-15	60.18994223214077	96.45132842672463	6.404254294352062	0.0	36.46735115712396	0.0	0.0	0.0	10.737399124316832	0.0	8.21066363229916e-15
SKCM-Ma-Mel-53-Tumor	10.5548659798507	7.70144728122656	0.0	0.0	1.0680915234679675e-13	2.589194244086717e-14	190.99168858936676	0.0	2.860803074092549e-14	0.0	35.201426644124275	1.276536968230548e-15	4.0178575968343475	2.6466358762481713e-17	0.0	27.13219640273888	1.941465979447329	1.7423160278408553e-16	0.0	0.0	2.9926902865239073	3.852315959289954e-16	0.0	1.0317920358705453e-14	0.0	0.0	0.5982691449397758	3.9971178015988555	4.870974293348465	1.2804618651803684e-14
SKCM-Ma-Mel-54a-Tumor	3.5817322158988585	0.0	9.80118763926896e-17	22.122787204655662	2.025539390740317	9.037588815455374e-16	344.95229607665135	0.0	0.0	0.0	61.08353281377889	0.0	0.0	0.0	0.0	4.885322942604836	0.0	0.0	0.0	3.05001248800071e-14	12.904975451894163	0.3642164894922678	3.838886878501665e-14	0.0	0.0	3.4011623562282468e-15	3.6921536577103995e-16	0.0	2.6242461925350372e-16	0.07959741428360768
SKCM-Ma-Mel-55-Tumor	1.0517171955494149e-13	0.0	7.1655679871131e-14	370.0600694993748	1.1193134582629975e-12	4.2638003494214354e-16	73.16002427149279	0.0	0.0	3.2005957045973815e-15	0.0	2.0361706907324132e-14	1.5809174566114688	0.0	2.439125067376708e-14	1.9134857481898128e-14	5.090669604081323e-15	365.36039921059466	5.658546251459654e-14	50.451957117341365	8.119590164826463e-15	0.0	0.0	62.386632444583114	0.0	2.196318613189938e-13	9.010791326298026e-15	2.5067244596228233e-15	1.7351636452281303e-13	0.0
SKCM-Ma-Mel-59-Tumor	0.0	0.0	3.2108618199936947	3.624052722473782e-15	30.394796571168442	8.374793619075654e-15	153.093772673086	9.317203372267614e-17	4.366690595774844	2.944850206387327	7.785697889719992	0.0	0.0	4.2389023667721065e-15	5.032565804303043	0.0	1.690914391503856e-15	0.0	0.0	0.0	4.1071198740097296e-18	1.216950507025186	0.0	0.0	1.5613658424656157e-14	2.3095715863447817e-15	0.9538139325414291	2.831930995894129e-16	1.4792344148309976e-16	0.0
SKCM-Ma-Mel-62-Tumor	6.548026957539792	7.352174150147017	4.743688407117167	0.0	0.0	2.59335467641845e-14	192.82274788206365	2.0337434427207943e-16	0.0	8.56569724897921	8.782654490670131e-15	20.848921486479636	6.715196481925636	0.0	1.2213941603145696e-14	28.28599187767442	0.0	8.223822999574069e-15	21.340760582169654	3.415446671927239e-15	0.0	0.0	8.702154484281312	0.0	2.732104148726272e-17	9.54339925331456	0.5312411883079377	1.6427116377707288e-17	1.1744381053598109e-15	1.0084577883688162e-14
SKCM-Ma-Mel-63-Tumor	22.488261181743752	2.375884881682741e-16	25.22384833913069	37.35415803835474	3.049548019751351e-13	0.0	568.0582838048382	0.0	6.139067925637492	16.135010462972144	50.134739983420204	8.606010706582733	4.071120460611386	1.0686382193723865e-15	1.0063538589054311e-14	6.652502250262345	15.305402933407471	1.4155351847422317e-14	40.070794101686694	7.517537048964156e-16	1.391420401498183e-15	7.765129978270899e-16	1.7548230143468146	1.7493242069187923e-14	4.454234277160227e-16	0.0	4.005976797005026	0.0	0.0	0.0
SKCM-Ma-Mel-65-Tumor	0.0	114.98135526234864	0.0	7.103763191977116e-14	7.675940532697076e-13	0.0	3427.01864473765	8.910510369909569e-14	2.5268564312854093e-14	0.0	5.434043417367039e-14	7.053694969017734e-14	0.0	8.506458493189022e-15	0.0	4.8431789810138745e-14	1.373772518318214e-14	0.0	0.0	5.960222965904475e-14	5.952793683373028e-14	0.0	2.75299729456902e-18	1.0131204794733744e-14	1.8525471519826534e-13	0.0	9.454908419996111e-15	0.0	2.2371681609409345e-17	5.159907759673034e-14
SKCM-Ma-Mel-67-Tumor	0.0	268.88691890710425	4.980864076302266e-13	0.0	1.2659317823062204e-12	0.0	4139.1130810928935	0.0	0.0	0.0	1.1341127846197717e-14	6.391381591168849e-13	0.0	2.111809475073766e-14	5.131897259280356e-15	0.0	2.574646773528921e-14	1.1221973803465819e-14	6.920274220559452e-14	1.5234758874722746e-13	1.1739496692936888e-15	3.527697893983683e-14	0.0	0.0	0.0	0.0	0.0	3.2941738916031555e-14	6.455393243231145e-14	1.0604937981504571e-13
SKCM-Ma-Mel-71-Tumor	4.628091842043831	5.268983897299193e-16	14.826154640377991	10.608296684589856	0.0	0.0	0.0	2.6399996822609333e-15	10.278547675676787	3.378219725530199	3.632694203885289	7.930856844330841	8.779903918425697	0.0	0.0	3.2371793480344075e-16	0.0	4.053682193035706	4.131611875053182e-17	0.0	0.5556503706765199	0.0	2.638097749391877	1.6898041520354166	0.0	0.0	0.0	0.0	6.200451259025054e-17	1.9686520452681464e-16
SKCM-Ma-Mel-76-Tumor	34.14120586779364	5.985409348988515	58.72609101692082	6.543187324496316e-15	0.0	0.0	1.5132016706551876	0.0	1.045610945883557e-15	3.980365930071387	4.524823828768575	0.0	4.16134037995324	2.8625233200834682e-15	0.0	3.000840570755611e-16	4.407429794005661	0.0	1.0967254313076409e-15	8.127499105347693	19.25831422897148	0.0	2.766352919203627	9.938582347363281e-17	3.2607685167267125e-14	0.0	6.31504159415596e-18	2.407965909320137	0.0	2.8790979393233433e-15
SKCM-Ma-Mel-79-Tumor	1.6645586899825446	20.601630569927135	0.0	50.40862475486254	3.1621901152789034e-13	5.446104694953403e-15	542.9370430681375	9.117572097944397e-15	5.335930393210739e-15	0.0	39.02676140682751	8.290512668964086	3.7266873245442897	1.79218266170864e-15	0.0	0.0	3.5673290428519118	0.0	3.653615568744355e-15	2.0745050451411903e-15	35.11389636549082	1.148848133360606	19.5672908828964	0.0	0.0	0.0	1.1300086193149825e-16	0.0	9.843793429349345e-15	52.946817092154376
SKCM-Ma-Mel-85-Tumor	1.1349753230002126e-14	11.75375803085973	0.0	3.792587290238298e-14	4.4981084347764775e-14	4.8628667669393226e-14	1275.2570664231957	0.0	0.0	4.534670273937961e-15	0.0	4.315385842763769e-14	0.5735562965455264	0.0	1.3245044210785263e-14	0.0	0.0	0.2670022078100102	0.0	0.0	3.576401275977894e-15	2.6170345601867425e-15	0.0	0.43699159014599526	6.328969394486534e-15	22.99766066894538	0.0	2.3240078801122936e-15	0.0	121.7139647824973
SKCM-Ma-Mel-86-Tumor	0.0	38.428026640284855	0.0	2.63077245254382	1.35122685429064e-14	8.071529171443079e-14	357.2406002871381	6.682386704450018e-15	0.0	1.2857899892054558e-16	5.646212518526054e-16	5.971296664410562	0.0	1.7163776875118902e-15	4.4538522811487976e-15	4.500157634438231e-15	9.659493621550006e-17	4.2594529891403345	40.94282393837127	4.804005723669158e-15	4.76302994713847	1.7393862284192229e-15	1.1234378322146419	3.797510370371313e-16	0.0	0.0	0.0	0.0	8.875814929396274e-15	42.6405592487579
SKCM-Ma-Mel-91-Tumor	7.657519582674352	0.0	10.86214211846131	0.0	1.1906472481278003e-14	4.253537427043052	211.3829957573746	1.8773055156914967e-16	0.5838089969345619	1.3812391344959183	5.244389671877458	0.0	1.525661525122444e-17	7.045953101303003e-15	9.881627848124575	0.0	0.0	4.956834487242398e-17	12.273346377740708	9.630430732750705e-15	2.1163440954889206	2.1476242754511362e-16	1.204288922039038e-15	4.169633081611243e-15	4.418807477422472e-15	3.2018169174313707e-16	9.096931933157834e-17	3.3630489897845197	7.144017017958804e-16	2.4598446535530355e-15
SKCM-Ma-Mel-92-Tumor	34.95216644541088	38.074508914976526	1.5638385001364537e-18	2.101360983427448e-15	1.4493606837275123e-13	9.819491399782448	184.79888790928237	3.9044100809291827e-16	4.0653232928862225e-15	25.370046481852494	6.663901274227301e-15	0.0	0.0	0.0	1.2525612879516113e-14	3.39339331138514e-15	2.9147151907384687	2.5565605719110015e-15	5.700374320810019e-16	10.929794812151162	1.0903969890372644e-15	5.056991069396221	13.282159790588771	8.513836134866247	0.0	0.0	2.9613016445686617	0.703177613137782	0.0	1.6229225932477322
SKCM-Ma-Mel-94-Tumor	2.245124293399997	70.3075859810546	2.478735553728142e-15	2.264848119502198e-15	2.1330866490560274e-14	0.0	1331.8948113117692	1.716574263644717e-16	0.0	2.0999601148171037	2.902901461061633e-17	32.10961242872392	6.069203123264717e-16	0.0	0.0	0.0	2.6889271348581496	0.0	37.90902340781486	2.239758747767318	1.8435728289073984e-15	4.320467463277852	23.338769226964537	16.98139422491456	2.979809606361981e-14	9.185658608029735e-15	5.514694942169303e-16	0.0	2.858648760761959e-14	11.864565664637864
SKCM-UKRV-Mel-20-Tumor	1.451385097917753e-15	0.0	80.4392548954726	6.975025128674569e-17	1.1140292130380798e-13	7.497119382179699e-14	827.2049094790409	0.0	2.4467619804975027	0.0	95.48692439906166	0.0	0.8015663310402281	2.4112938115788604e-15	6.690390689254936e-15	4.591652326535428e-14	9.041747037380134e-17	0.0	2.764886007537777e-16	0.0	10.712507395826773	5.210631039414754e-17	6.334839773184169e-15	3.853827128094806e-16	9.707942717755515e-16	0.0	1.170139733916417	4.996581229199564e-15	0.6148954799458187	1.1230403051979247
SKCM-UKRV-Mel-24-Tumor	0.0	4.6865188336942795e-15	23.70235855560747	7.370334244601183	11.732799079715775	0.0	374.18815077022424	0.0	13.09891991313077	0.0	88.56608869390266	7.45858748923821	0.0	8.895582827736356e-16	2.567500856808632e-14	0.0	1.7276962862537261e-15	9.81167234850049e-16	0.0	7.643887298159386e-16	0.0	0.20103126917758493	0.0	4.3960402743746726e-14	9.133196871060698e-15	3.68172998440214	2.2386954440764775e-17	0.0	1.86222378617921e-14	0.0
SKCM-UKRV-Mel-6-Tumor	1.911741544681319e-15	35.79921010207212	0.0	4.026872803846367e-14	0.0	3.8131774685974394e-16	449.22754199750455	0.0	0.0	0.0	0.0	0.0	1.471036528108486	5.225069144522773e-16	2.328551829597808e-15	3.7171169750228223	2.4289612171549554e-17	0.0	0.0	20.532932338175346	4.381370868825264e-15	0.0	3.7115424030508515e-14	12.029205835946732	0.0	14.025579578116654	0.0	0.19737664505317246	3.349234303390497e-14	4.243345011955009e-15
TCGA-BF-A1PU-01A-11D-A19A-08	0.7636639672044545	4.0898087754999796e-15	0.0	6.3883189424805185	5.768447454216061e-15	0.0	67.3524885366783	0.0	0.0	0.8605097259491221	0.9244016574615882	0.0	5.6696461860954e-17	1.8757995633117342e-15	0.0	0.0	1.754680979053903e-17	1.5405212924390081	4.077167356698895e-15	0.0	0.0	8.163761316548844e-17	10.170095877786991	1.3901014576881544e-15	6.647642118464467e-15	7.262414887329784e-16	4.7267537027331e-17	1.4301609797849854e-16	3.3678047314898285e-15	1.38630469875569e-15
TCGA-BF-A1PV-01A-11D-A19A-08	0.0	1.336320857514273e-15	0.0	6.979687643820251e-14	0.0	1.5379680309657578e-15	281.88963338504	7.338858965060037e-15	0.0	0.6582648946186895	13.551390914406662	3.582864267716913e-14	0.0	0.0	6.542067307211871e-15	0.0	0.0	5.623477680145163e-16	5.4951892677591524e-15	0.0	3.900710805934588	9.451482271318452e-16	0.0	4.0417241693366717e-16	1.0586709437022086e-14	0.0	0.0	2.8330350413881323e-17	4.7457332950212386e-15	0.0
TCGA-BF-A1PX-01A-12D-A19A-08	1.241799227381151e-15	2.4698025104733524e-15	4.462985752813906e-15	0.0	0.0	1.368320354711494e-15	326.0697041648485	0.0	5.663397095005737e-16	0.0	82.02784194759535	3.487000513071553	0.0	5.325034449548257e-15	0.0	2.1133739957665396e-15	4.720641026444119e-17	0.0	0.0	0.0	0.41545337448456443	5.510011452412901e-16	0.0	8.32822157519004e-15	0.0	2.18533161135135e-14	6.338233186290756e-16	3.020398685319655e-16	1.0874916486552238e-15	6.7659877989422185e-15
TCGA-BF-A1PZ-01A-11D-A19A-08	8.426651795149278	0.0	1.880457887421951e-15	21.80752428051878	1.7671765426380648e-13	7.257023793651291e-15	180.32705110967876	1.9624415690612637e-14	3.867307875350231e-16	1.96032948616095	26.469026222675446	4.591085615754759e-16	6.55731276216852e-17	6.867161536985283e-15	0.0	3.960105604526748e-14	0.0	2.51854186808543	0.0	2.7492193575074514e-15	2.8902030378305502e-15	0.0	14.977531647265783	0.0	3.491174981511464e-15	0.0	1.7580092152632912e-16	0.5133435904653257	0.0	7.659121045430029e-15
TCGA-BF-A1Q0-01A-21D-A19A-08	2.609617808151996	10.963723889011685	19.52840386307564	2.9069931527238704e-14	3.7621770949524317e-14	17.87188847982961	621.0218716429625	0.0	2.124074322913707e-15	2.1956018274358455	28.597054615728815	7.407295419130897e-15	7.795906833785861	0.0	0.0	0.0	13.459937569654395	11.415152602194755	0.0	5.79354608278496	11.366738542765722	4.055740090477432	1.8486522643514076	40.614728109791166	1.4658877621801463e-14	0.0	0.0	11.861435777998144	1.8340644514003418e-14	1.753519625062115e-14
TCGA-BF-A3DJ-01A-11D-A20D-08	5.926154455234293	4.609622729707291	0.0	3.040356583911438	1.829091975030076e-14	2.6361064838200288	123.60181110578903	6.3316725772686876e-15	1.2309330568223043e-14	3.675729449395757	8.358135643623085e-15	4.878842830279593	1.5592689460510498e-16	3.1806787923708695e-15	8.903959967112864e-16	0.0	1.3909284213551e-16	3.33625188772838e-16	0.0	4.8091154590807265e-15	5.684687934646854e-16	0.047266432668243215	0.0	0.043537011268325716	7.65347083786003e-15	3.4435306742280145e-15	0.0	0.0	3.632843296990529e-15	9.540572917925969
TCGA-BF-A3DL-01A-11D-A20D-08	12.890303918715327	32.414549184570525	6.5132923370082325e-15	0.0	0.0	1.317922135205898e-15	413.65587296896456	0.0	1.9863336576622626e-15	13.257383308843549	6.037648721402842e-15	6.343820362636495e-15	0.0	0.0	0.0	0.0	0.0	1.4879458524108106e-15	0.0	1.238489441237279e-16	1.8886207018904864e-15	0.0	5.376157928753083	0.39551498898360415	1.2788424501319859e-14	6.073365696031893	0.24882624881366272	3.239175813739074e-16	0.0	17.68802575632382
